subject,label,value,sample
S2,1,35.73,1671
S2,1,35.73,1672
S2,1,35.73,1673
S2,1,35.73,1674
S2,1,35.73,1675
S2,1,35.75,1676
S2,1,35.75,1677
S2,1,35.75,1678
S2,1,35.75,1679
S2,1,35.73,1680
S2,1,35.73,1681
S2,1,35.73,1682
S2,1,35.73,1683
S2,1,35.73,1684
S2,1,35.73,1685
S2,1,35.73,1686
S2,1,35.73,1687
S2,1,35.73,1688
S2,1,35.73,1689
S2,1,35.73,1690
S2,1,35.73,1691
S2,1,35.73,1692
S2,1,35.73,1693
S2,1,35.73,1694
S2,1,35.73,1695
S2,1,35.75,1696
S2,1,35.75,1697
S2,1,35.75,1698
S2,1,35.75,1699
S2,1,35.71,1700
S2,1,35.71,1701
S2,1,35.71,1702
S2,1,35.71,1703
S2,1,35.73,1704
S2,1,35.73,1705
S2,1,35.73,1706
S2,1,35.73,1707
S2,1,35.73,1708
S2,1,35.73,1709
S2,1,35.73,1710
S2,1,35.73,1711
S2,1,35.75,1712
S2,1,35.75,1713
S2,1,35.75,1714
S2,1,35.75,1715
S2,1,35.73,1716
S2,1,35.73,1717
S2,1,35.73,1718
S2,1,35.73,1719
S2,1,35.73,1720
S2,1,35.73,1721
S2,1,35.73,1722
S2,1,35.73,1723
S2,1,35.73,1724
S2,1,35.73,1725
S2,1,35.73,1726
S2,1,35.73,1727
S2,1,35.75,1728
S2,1,35.75,1729
S2,1,35.75,1730
S2,1,35.75,1731
S2,1,35.73,1732
S2,1,35.73,1733
S2,1,35.73,1734
S2,1,35.73,1735
S2,1,35.73,1736
S2,1,35.73,1737
S2,1,35.73,1738
S2,1,35.73,1739
S2,1,35.75,1740
S2,1,35.75,1741
S2,1,35.75,1742
S2,1,35.75,1743
S2,1,35.75,1744
S2,1,35.75,1745
S2,1,35.75,1746
S2,1,35.75,1747
S2,1,35.77,1748
S2,1,35.77,1749
S2,1,35.77,1750
S2,1,35.77,1751
S2,1,35.75,1752
S2,1,35.75,1753
S2,1,35.75,1754
S2,1,35.75,1755
S2,1,35.77,1756
S2,1,35.77,1757
S2,1,35.77,1758
S2,1,35.77,1759
S2,1,35.77,1760
S2,1,35.77,1761
S2,1,35.77,1762
S2,1,35.77,1763
S2,1,35.77,1764
S2,1,35.77,1765
S2,1,35.77,1766
S2,1,35.77,1767
S2,1,35.75,1768
S2,1,35.75,1769
S2,1,35.75,1770
S2,1,35.75,1771
S2,1,35.79,1772
S2,1,35.79,1773
S2,1,35.79,1774
S2,1,35.79,1775
S2,1,35.79,1776
S2,1,35.79,1777
S2,1,35.79,1778
S2,1,35.79,1779
S2,1,35.79,1780
S2,1,35.79,1781
S2,1,35.79,1782
S2,1,35.79,1783
S2,1,35.77,1784
S2,1,35.77,1785
S2,1,35.77,1786
S2,1,35.77,1787
S2,1,35.79,1788
S2,1,35.79,1789
S2,1,35.79,1790
S2,1,35.79,1791
S2,1,35.75,1792
S2,1,35.75,1793
S2,1,35.75,1794
S2,1,35.75,1795
S2,1,35.79,1796
S2,1,35.79,1797
S2,1,35.79,1798
S2,1,35.79,1799
S2,1,35.79,1800
S2,1,35.79,1801
S2,1,35.79,1802
S2,1,35.79,1803
S2,1,35.79,1804
S2,1,35.79,1805
S2,1,35.79,1806
S2,1,35.79,1807
S2,1,35.81,1808
S2,1,35.81,1809
S2,1,35.81,1810
S2,1,35.81,1811
S2,1,35.79,1812
S2,1,35.79,1813
S2,1,35.79,1814
S2,1,35.79,1815
S2,1,35.81,1816
S2,1,35.81,1817
S2,1,35.81,1818
S2,1,35.81,1819
S2,1,35.81,1820
S2,1,35.81,1821
S2,1,35.81,1822
S2,1,35.81,1823
S2,1,35.79,1824
S2,1,35.79,1825
S2,1,35.79,1826
S2,1,35.79,1827
S2,1,35.79,1828
S2,1,35.79,1829
S2,1,35.79,1830
S2,1,35.79,1831
S2,1,35.79,1832
S2,1,35.79,1833
S2,1,35.79,1834
S2,1,35.79,1835
S2,1,35.83,1836
S2,1,35.83,1837
S2,1,35.83,1838
S2,1,35.83,1839
S2,1,35.83,1840
S2,1,35.83,1841
S2,1,35.83,1842
S2,1,35.83,1843
S2,1,35.83,1844
S2,1,35.83,1845
S2,1,35.83,1846
S2,1,35.83,1847
S2,1,35.81,1848
S2,1,35.81,1849
S2,1,35.81,1850
S2,1,35.81,1851
S2,1,35.81,1852
S2,1,35.81,1853
S2,1,35.81,1854
S2,1,35.81,1855
S2,1,35.79,1856
S2,1,35.79,1857
S2,1,35.79,1858
S2,1,35.79,1859
S2,1,35.79,1860
S2,1,35.79,1861
S2,1,35.79,1862
S2,1,35.79,1863
S2,1,35.84,1864
S2,1,35.84,1865
S2,1,35.84,1866
S2,1,35.84,1867
S2,1,35.84,1868
S2,1,35.84,1869
S2,1,35.84,1870
S2,1,35.84,1871
S2,1,35.83,1872
S2,1,35.83,1873
S2,1,35.83,1874
S2,1,35.83,1875
S2,1,35.83,1876
S2,1,35.83,1877
S2,1,35.83,1878
S2,1,35.83,1879
S2,1,35.83,1880
S2,1,35.83,1881
S2,1,35.83,1882
S2,1,35.83,1883
S2,1,35.83,1884
S2,1,35.83,1885
S2,1,35.83,1886
S2,1,35.83,1887
S2,1,35.83,1888
S2,1,35.83,1889
S2,1,35.83,1890
S2,1,35.83,1891
S2,1,35.81,1892
S2,1,35.81,1893
S2,1,35.81,1894
S2,1,35.81,1895
S2,1,35.83,1896
S2,1,35.83,1897
S2,1,35.83,1898
S2,1,35.83,1899
S2,1,35.83,1900
S2,1,35.83,1901
S2,1,35.83,1902
S2,1,35.83,1903
S2,1,35.84,1904
S2,1,35.84,1905
S2,1,35.84,1906
S2,1,35.84,1907
S2,1,35.83,1908
S2,1,35.83,1909
S2,1,35.83,1910
S2,1,35.83,1911
S2,1,35.87,1912
S2,1,35.87,1913
S2,1,35.87,1914
S2,1,35.87,1915
S2,1,35.84,1916
S2,1,35.84,1917
S2,1,35.84,1918
S2,1,35.84,1919
S2,1,35.84,1920
S2,1,35.84,1921
S2,1,35.84,1922
S2,1,35.84,1923
S2,1,35.87,1924
S2,1,35.87,1925
S2,1,35.87,1926
S2,1,35.87,1927
S2,1,35.87,1928
S2,1,35.87,1929
S2,1,35.87,1930
S2,1,35.87,1931
S2,1,35.83,1932
S2,1,35.83,1933
S2,1,35.83,1934
S2,1,35.83,1935
S2,1,35.84,1936
S2,1,35.84,1937
S2,1,35.84,1938
S2,1,35.84,1939
S2,1,35.83,1940
S2,1,35.83,1941
S2,1,35.83,1942
S2,1,35.83,1943
S2,1,35.84,1944
S2,1,35.84,1945
S2,1,35.84,1946
S2,1,35.84,1947
S2,1,35.87,1948
S2,1,35.87,1949
S2,1,35.87,1950
S2,1,35.87,1951
S2,1,35.83,1952
S2,1,35.83,1953
S2,1,35.83,1954
S2,1,35.83,1955
S2,1,35.87,1956
S2,1,35.87,1957
S2,1,35.87,1958
S2,1,35.87,1959
S2,1,35.84,1960
S2,1,35.84,1961
S2,1,35.84,1962
S2,1,35.84,1963
S2,1,35.84,1964
S2,1,35.84,1965
S2,1,35.84,1966
S2,1,35.84,1967
S2,1,35.87,1968
S2,1,35.87,1969
S2,1,35.87,1970
S2,1,35.87,1971
S2,1,35.89,1972
S2,1,35.89,1973
S2,1,35.89,1974
S2,1,35.89,1975
S2,1,35.84,1976
S2,1,35.84,1977
S2,1,35.84,1978
S2,1,35.84,1979
S2,1,35.84,1980
S2,1,35.84,1981
S2,1,35.84,1982
S2,1,35.84,1983
S2,1,35.87,1984
S2,1,35.87,1985
S2,1,35.87,1986
S2,1,35.87,1987
S2,1,35.84,1988
S2,1,35.84,1989
S2,1,35.84,1990
S2,1,35.84,1991
S2,1,35.87,1992
S2,1,35.87,1993
S2,1,35.87,1994
S2,1,35.87,1995
S2,1,35.84,1996
S2,1,35.84,1997
S2,1,35.84,1998
S2,1,35.84,1999
S2,1,35.84,2000
S2,1,35.84,2001
S2,1,35.84,2002
S2,1,35.84,2003
S2,1,35.84,2004
S2,1,35.84,2005
S2,1,35.84,2006
S2,1,35.84,2007
S2,1,35.83,2008
S2,1,35.83,2009
S2,1,35.83,2010
S2,1,35.83,2011
S2,1,35.84,2012
S2,1,35.84,2013
S2,1,35.84,2014
S2,1,35.84,2015
S2,1,35.83,2016
S2,1,35.83,2017
S2,1,35.83,2018
S2,1,35.83,2019
S2,1,35.84,2020
S2,1,35.84,2021
S2,1,35.84,2022
S2,1,35.84,2023
S2,1,35.84,2024
S2,1,35.84,2025
S2,1,35.84,2026
S2,1,35.84,2027
S2,1,35.84,2028
S2,1,35.84,2029
S2,1,35.84,2030
S2,1,35.84,2031
S2,1,35.83,2032
S2,1,35.83,2033
S2,1,35.83,2034
S2,1,35.83,2035
S2,1,35.81,2036
S2,1,35.81,2037
S2,1,35.81,2038
S2,1,35.81,2039
S2,1,35.83,2040
S2,1,35.83,2041
S2,1,35.83,2042
S2,1,35.83,2043
S2,1,35.81,2044
S2,1,35.81,2045
S2,1,35.81,2046
S2,1,35.81,2047
S2,1,35.81,2048
S2,1,35.81,2049
S2,1,35.81,2050
S2,1,35.81,2051
S2,1,35.81,2052
S2,1,35.81,2053
S2,1,35.81,2054
S2,1,35.81,2055
S2,1,35.81,2056
S2,1,35.81,2057
S2,1,35.81,2058
S2,1,35.81,2059
S2,1,35.83,2060
S2,1,35.83,2061
S2,1,35.83,2062
S2,1,35.83,2063
S2,1,35.81,2064
S2,1,35.81,2065
S2,1,35.81,2066
S2,1,35.81,2067
S2,1,35.79,2068
S2,1,35.79,2069
S2,1,35.79,2070
S2,1,35.79,2071
S2,1,35.81,2072
S2,1,35.81,2073
S2,1,35.81,2074
S2,1,35.81,2075
S2,1,35.77,2076
S2,1,35.77,2077
S2,1,35.77,2078
S2,1,35.77,2079
S2,1,35.81,2080
S2,1,35.81,2081
S2,1,35.81,2082
S2,1,35.81,2083
S2,1,35.81,2084
S2,1,35.81,2085
S2,1,35.81,2086
S2,1,35.81,2087
S2,1,35.79,2088
S2,1,35.79,2089
S2,1,35.79,2090
S2,1,35.79,2091
S2,1,35.79,2092
S2,1,35.79,2093
S2,1,35.79,2094
S2,1,35.79,2095
S2,1,35.79,2096
S2,1,35.79,2097
S2,1,35.79,2098
S2,1,35.79,2099
S2,1,35.79,2100
S2,1,35.79,2101
S2,1,35.79,2102
S2,1,35.79,2103
S2,1,35.81,2104
S2,1,35.81,2105
S2,1,35.81,2106
S2,1,35.81,2107
S2,1,35.79,2108
S2,1,35.79,2109
S2,1,35.79,2110
S2,1,35.79,2111
S2,1,35.79,2112
S2,1,35.79,2113
S2,1,35.79,2114
S2,1,35.79,2115
S2,1,35.77,2116
S2,1,35.77,2117
S2,1,35.77,2118
S2,1,35.77,2119
S2,1,35.79,2120
S2,1,35.79,2121
S2,1,35.79,2122
S2,1,35.79,2123
S2,1,35.77,2124
S2,1,35.77,2125
S2,1,35.77,2126
S2,1,35.77,2127
S2,1,35.79,2128
S2,1,35.79,2129
S2,1,35.79,2130
S2,1,35.79,2131
S2,1,35.79,2132
S2,1,35.79,2133
S2,1,35.79,2134
S2,1,35.79,2135
S2,1,35.79,2136
S2,1,35.79,2137
S2,1,35.79,2138
S2,1,35.79,2139
S2,1,35.77,2140
S2,1,35.77,2141
S2,1,35.77,2142
S2,1,35.77,2143
S2,1,35.79,2144
S2,1,35.79,2145
S2,1,35.79,2146
S2,1,35.79,2147
S2,1,35.79,2148
S2,1,35.79,2149
S2,1,35.79,2150
S2,1,35.79,2151
S2,1,35.79,2152
S2,1,35.79,2153
S2,1,35.79,2154
S2,1,35.79,2155
S2,1,35.79,2156
S2,1,35.79,2157
S2,1,35.79,2158
S2,1,35.79,2159
S2,1,35.79,2160
S2,1,35.79,2161
S2,1,35.79,2162
S2,1,35.79,2163
S2,1,35.79,2164
S2,1,35.79,2165
S2,1,35.79,2166
S2,1,35.79,2167
S2,1,35.77,2168
S2,1,35.77,2169
S2,1,35.77,2170
S2,1,35.77,2171
S2,1,35.79,2172
S2,1,35.79,2173
S2,1,35.79,2174
S2,1,35.79,2175
S2,1,35.77,2176
S2,1,35.77,2177
S2,1,35.77,2178
S2,1,35.77,2179
S2,1,35.79,2180
S2,1,35.79,2181
S2,1,35.79,2182
S2,1,35.79,2183
S2,1,35.79,2184
S2,1,35.79,2185
S2,1,35.79,2186
S2,1,35.79,2187
S2,1,35.77,2188
S2,1,35.77,2189
S2,1,35.77,2190
S2,1,35.77,2191
S2,1,35.79,2192
S2,1,35.79,2193
S2,1,35.79,2194
S2,1,35.79,2195
S2,1,35.77,2196
S2,1,35.77,2197
S2,1,35.77,2198
S2,1,35.77,2199
S2,1,35.79,2200
S2,1,35.79,2201
S2,1,35.79,2202
S2,1,35.79,2203
S2,1,35.79,2204
S2,1,35.79,2205
S2,1,35.79,2206
S2,1,35.79,2207
S2,1,35.77,2208
S2,1,35.77,2209
S2,1,35.77,2210
S2,1,35.77,2211
S2,1,35.81,2212
S2,1,35.81,2213
S2,1,35.81,2214
S2,1,35.81,2215
S2,1,35.77,2216
S2,1,35.77,2217
S2,1,35.77,2218
S2,1,35.77,2219
S2,1,35.79,2220
S2,1,35.79,2221
S2,1,35.79,2222
S2,1,35.79,2223
S2,1,35.79,2224
S2,1,35.79,2225
S2,1,35.79,2226
S2,1,35.79,2227
S2,1,35.79,2228
S2,1,35.79,2229
S2,1,35.79,2230
S2,1,35.79,2231
S2,1,35.79,2232
S2,1,35.79,2233
S2,1,35.79,2234
S2,1,35.79,2235
S2,1,35.79,2236
S2,1,35.79,2237
S2,1,35.79,2238
S2,1,35.79,2239
S2,1,35.79,2240
S2,1,35.79,2241
S2,1,35.79,2242
S2,1,35.79,2243
S2,1,35.79,2244
S2,1,35.79,2245
S2,1,35.79,2246
S2,1,35.79,2247
S2,1,35.81,2248
S2,1,35.81,2249
S2,1,35.81,2250
S2,1,35.81,2251
S2,1,35.81,2252
S2,1,35.81,2253
S2,1,35.81,2254
S2,1,35.81,2255
S2,1,35.81,2256
S2,1,35.81,2257
S2,1,35.81,2258
S2,1,35.81,2259
S2,1,35.83,2260
S2,1,35.83,2261
S2,1,35.83,2262
S2,1,35.83,2263
S2,1,35.81,2264
S2,1,35.81,2265
S2,1,35.81,2266
S2,1,35.81,2267
S2,1,35.81,2268
S2,1,35.81,2269
S2,1,35.81,2270
S2,1,35.81,2271
S2,1,35.79,2272
S2,1,35.79,2273
S2,1,35.79,2274
S2,1,35.79,2275
S2,1,35.81,2276
S2,1,35.81,2277
S2,1,35.81,2278
S2,1,35.81,2279
S2,1,35.81,2280
S2,1,35.81,2281
S2,1,35.81,2282
S2,1,35.81,2283
S2,1,35.83,2284
S2,1,35.83,2285
S2,1,35.83,2286
S2,1,35.83,2287
S2,1,35.81,2288
S2,1,35.81,2289
S2,1,35.81,2290
S2,1,35.81,2291
S2,1,35.81,2292
S2,1,35.81,2293
S2,1,35.81,2294
S2,1,35.81,2295
S2,1,35.83,2296
S2,1,35.83,2297
S2,1,35.83,2298
S2,1,35.83,2299
S2,1,35.83,2300
S2,1,35.83,2301
S2,1,35.83,2302
S2,1,35.83,2303
S2,1,35.81,2304
S2,1,35.81,2305
S2,1,35.81,2306
S2,1,35.81,2307
S2,1,35.83,2308
S2,1,35.83,2309
S2,1,35.83,2310
S2,1,35.83,2311
S2,1,35.84,2312
S2,1,35.84,2313
S2,1,35.84,2314
S2,1,35.84,2315
S2,1,35.84,2316
S2,1,35.84,2317
S2,1,35.84,2318
S2,1,35.84,2319
S2,1,35.84,2320
S2,1,35.84,2321
S2,1,35.84,2322
S2,1,35.84,2323
S2,1,35.84,2324
S2,1,35.84,2325
S2,1,35.84,2326
S2,1,35.84,2327
S2,1,35.84,2328
S2,1,35.84,2329
S2,1,35.84,2330
S2,1,35.84,2331
S2,1,35.83,2332
S2,1,35.83,2333
S2,1,35.83,2334
S2,1,35.83,2335
S2,1,35.84,2336
S2,1,35.84,2337
S2,1,35.84,2338
S2,1,35.84,2339
S2,1,35.87,2340
S2,1,35.87,2341
S2,1,35.87,2342
S2,1,35.87,2343
S2,1,35.83,2344
S2,1,35.83,2345
S2,1,35.83,2346
S2,1,35.83,2347
S2,1,35.84,2348
S2,1,35.84,2349
S2,1,35.84,2350
S2,1,35.84,2351
S2,1,35.84,2352
S2,1,35.84,2353
S2,1,35.84,2354
S2,1,35.84,2355
S2,1,35.87,2356
S2,1,35.87,2357
S2,1,35.87,2358
S2,1,35.87,2359
S2,1,35.84,2360
S2,1,35.84,2361
S2,1,35.84,2362
S2,1,35.84,2363
S2,1,35.84,2364
S2,1,35.84,2365
S2,1,35.84,2366
S2,1,35.84,2367
S2,1,35.84,2368
S2,1,35.84,2369
S2,1,35.84,2370
S2,1,35.84,2371
S2,1,35.89,2372
S2,1,35.89,2373
S2,1,35.89,2374
S2,1,35.89,2375
S2,1,35.84,2376
S2,1,35.84,2377
S2,1,35.84,2378
S2,1,35.84,2379
S2,1,35.89,2380
S2,1,35.89,2381
S2,1,35.89,2382
S2,1,35.89,2383
S2,1,35.87,2384
S2,1,35.87,2385
S2,1,35.87,2386
S2,1,35.87,2387
S2,1,35.89,2388
S2,1,35.89,2389
S2,1,35.89,2390
