subject,label,value,sample
S2,1,0.698661,1662
S2,1,0.698661,1663
S2,1,0.696099,1664
S2,1,0.694817,1665
S2,1,0.693536,1666
S2,1,0.694817,1667
S2,1,0.690973,1668
S2,1,0.688411,1669
S2,1,0.687129,1670
S2,1,0.685848,1671
S2,1,0.683285,1672
S2,1,0.682004,1673
S2,1,0.682004,1674
S2,1,0.682004,1675
S2,1,0.683285,1676
S2,1,0.679441,1677
S2,1,0.680723,1678
S2,1,0.684567,1679
S2,1,0.702505,1680
S2,1,0.707631,1681
S2,1,0.715319,1682
S2,1,0.717881,1683
S2,1,0.720444,1684
S2,1,0.711475,1685
S2,1,0.712756,1686
S2,1,0.701224,1687
S2,1,0.687129,1688
S2,1,0.692255,1689
S2,1,0.69738,1690
S2,1,0.696099,1691
S2,1,0.693536,1692
S2,1,0.694817,1693
S2,1,0.693536,1694
S2,1,0.69738,1695
S2,1,0.703787,1696
S2,1,0.696099,1697
S2,1,0.696099,1698
S2,1,0.689692,1699
S2,1,0.694817,1700
S2,1,0.696099,1701
S2,1,0.692255,1702
S2,1,0.689692,1703
S2,1,0.688411,1704
S2,1,0.685848,1705
S2,1,0.683285,1706
S2,1,0.679441,1707
S2,1,0.676879,1708
S2,1,0.676879,1709
S2,1,0.674316,1710
S2,1,0.671753,1711
S2,1,0.673035,1712
S2,1,0.671753,1713
S2,1,0.670472,1714
S2,1,0.669191,1715
S2,1,0.666628,1716
S2,1,0.664065,1717
S2,1,0.661503,1718
S2,1,0.657659,1719
S2,1,0.65894,1720
S2,1,0.65894,1721
S2,1,0.662784,1722
S2,1,0.662784,1723
S2,1,0.661503,1724
S2,1,0.65894,1725
S2,1,0.660221,1726
S2,1,0.657659,1727
S2,1,0.653815,1728
S2,1,0.652533,1729
S2,1,0.652533,1730
S2,1,0.652533,1731
S2,1,0.651252,1732
S2,1,0.651252,1733
S2,1,0.64869,1734
S2,1,0.646127,1735
S2,1,0.646127,1736
S2,1,0.642283,1737
S2,1,0.642283,1738
S2,1,0.63972,1739
S2,1,0.63972,1740
S2,1,0.637157,1741
S2,1,0.637157,1742
S2,1,0.634595,1743
S2,1,0.632032,1744
S2,1,0.630751,1745
S2,1,0.632032,1746
S2,1,0.628188,1747
S2,1,0.624344,1748
S2,1,0.625626,1749
S2,1,0.624344,1750
S2,1,0.623063,1751
S2,1,0.621782,1752
S2,1,0.623063,1753
S2,1,0.6205,1754
S2,1,0.6205,1755
S2,1,0.619219,1756
S2,1,0.617938,1757
S2,1,0.615375,1758
S2,1,0.614094,1759
S2,1,0.612812,1760
S2,1,0.612812,1761
S2,1,0.611531,1762
S2,1,0.608968,1763
S2,1,0.608968,1764
S2,1,0.607687,1765
S2,1,0.607687,1766
S2,1,0.606406,1767
S2,1,0.605124,1768
S2,1,0.602562,1769
S2,1,0.60128,1770
S2,1,0.60128,1771
S2,1,0.60128,1772
S2,1,0.597436,1773
S2,1,0.597436,1774
S2,1,0.596155,1775
S2,1,0.594874,1776
S2,1,0.592311,1777
S2,1,0.592311,1778
S2,1,0.592311,1779
S2,1,0.589748,1780
S2,1,0.589748,1781
S2,1,0.587186,1782
S2,1,0.587186,1783
S2,1,0.585904,1784
S2,1,0.584623,1785
S2,1,0.585904,1786
S2,1,0.58206,1787
S2,1,0.580779,1788
S2,1,0.580779,1789
S2,1,0.579498,1790
S2,1,0.578216,1791
S2,1,0.578216,1792
S2,1,0.573091,1793
S2,1,0.574372,1794
S2,1,0.574372,1795
S2,1,0.574372,1796
S2,1,0.57181,1797
S2,1,0.570528,1798
S2,1,0.573091,1799
S2,1,0.569247,1800
S2,1,0.567966,1801
S2,1,0.569247,1802
S2,1,0.56284,1803
S2,1,0.564122,1804
S2,1,0.56284,1805
S2,1,0.561559,1806
S2,1,0.561559,1807
S2,1,0.558996,1808
S2,1,0.557715,1809
S2,1,0.557715,1810
S2,1,0.556434,1811
S2,1,0.556434,1812
S2,1,0.553871,1813
S2,1,0.553871,1814
S2,1,0.55259,1815
S2,1,0.551308,1816
S2,1,0.551308,1817
S2,1,0.550027,1818
S2,1,0.547464,1819
S2,1,0.546183,1820
S2,1,0.547464,1821
S2,1,0.544902,1822
S2,1,0.54362,1823
S2,1,0.54362,1824
S2,1,0.54362,1825
S2,1,0.542339,1826
S2,1,0.541058,1827
S2,1,0.541058,1828
S2,1,0.541058,1829
S2,1,0.539776,1830
S2,1,0.535932,1831
S2,1,0.538495,1832
S2,1,0.534651,1833
S2,1,0.534651,1834
S2,1,0.53337,1835
S2,1,0.532088,1836
S2,1,0.530807,1837
S2,1,0.529526,1838
S2,1,0.529526,1839
S2,1,0.528244,1840
S2,1,0.529526,1841
S2,1,0.526963,1842
S2,1,0.5244,1843
S2,1,0.5244,1844
S2,1,0.523119,1845
S2,1,0.521838,1846
S2,1,0.520556,1847
S2,1,0.532088,1848
S2,1,0.532088,1849
S2,1,0.541058,1850
S2,1,0.542339,1851
S2,1,0.550027,1852
S2,1,0.551308,1853
S2,1,0.551308,1854
S2,1,0.550027,1855
S2,1,0.548746,1856
S2,1,0.547464,1857
S2,1,0.530807,1858
S2,1,0.512868,1859
S2,1,0.511587,1860
S2,1,0.519275,1861
S2,1,0.511587,1862
S2,1,0.5244,1863
S2,1,0.509024,1864
S2,1,0.503899,1865
S2,1,0.503899,1866
S2,1,0.496211,1867
S2,1,0.493648,1868
S2,1,0.492367,1869
S2,1,0.487242,1870
S2,1,0.484679,1871
S2,1,0.489804,1872
S2,1,0.492367,1873
S2,1,0.496211,1874
S2,1,0.498774,1875
S2,1,0.497492,1876
S2,1,0.498774,1877
S2,1,0.498774,1878
S2,1,0.497492,1879
S2,1,0.498774,1880
S2,1,0.50518,1881
S2,1,0.500055,1882
S2,1,0.49493,1883
S2,1,0.497492,1884
S2,1,0.498774,1885
S2,1,0.492367,1886
S2,1,0.492367,1887
S2,1,0.492367,1888
S2,1,0.491086,1889
S2,1,0.489804,1890
S2,1,0.488523,1891
S2,1,0.48596,1892
S2,1,0.48596,1893
S2,1,0.48596,1894
S2,1,0.48596,1895
S2,1,0.48596,1896
S2,1,0.48596,1897
S2,1,0.484679,1898
S2,1,0.482116,1899
S2,1,0.484679,1900
S2,1,0.487242,1901
S2,1,0.50518,1902
S2,1,0.474428,1903
S2,1,0.491086,1904
S2,1,0.487242,1905
S2,1,0.487242,1906
S2,1,0.48596,1907
S2,1,0.48596,1908
S2,1,0.482116,1909
S2,1,0.528244,1910
S2,1,0.526963,1911
S2,1,0.560278,1912
S2,1,0.556434,1913
S2,1,0.551308,1914
S2,1,0.517994,1915
S2,1,0.501336,1916
S2,1,0.482116,1917
S2,1,0.546183,1918
S2,1,0.558996,1919
S2,1,0.567966,1920
S2,1,0.512868,1921
S2,1,0.538495,1922
S2,1,0.5244,1923
S2,1,0.48596,1924
S2,1,0.479554,1925
S2,1,0.491086,1926
S2,1,0.54362,1927
S2,1,0.544902,1928
S2,1,0.5244,1929
S2,1,0.498774,1930
S2,1,0.482116,1931
S2,1,0.479554,1932
S2,1,0.479554,1933
S2,1,0.489804,1934
S2,1,0.489804,1935
S2,1,0.491086,1936
S2,1,0.49493,1937
S2,1,0.498774,1938
S2,1,0.501336,1939
S2,1,0.501336,1940
S2,1,0.501336,1941
S2,1,0.500055,1942
S2,1,0.502618,1943
S2,1,0.520556,1944
S2,1,0.534651,1945
S2,1,0.53337,1946
S2,1,0.528244,1947
S2,1,0.493648,1948
S2,1,0.489804,1949
S2,1,0.488523,1950
S2,1,0.497492,1951
S2,1,0.497492,1952
S2,1,0.496211,1953
S2,1,0.496211,1954
S2,1,0.498774,1955
S2,1,0.497492,1956
S2,1,0.497492,1957
S2,1,0.500055,1958
S2,1,0.498774,1959
S2,1,0.500055,1960
S2,1,0.497492,1961
S2,1,0.497492,1962
S2,1,0.497492,1963
S2,1,0.497492,1964
S2,1,0.498774,1965
S2,1,0.500055,1966
S2,1,0.500055,1967
S2,1,0.500055,1968
S2,1,0.500055,1969
S2,1,0.497492,1970
S2,1,0.501336,1971
S2,1,0.497492,1972
S2,1,0.497492,1973
S2,1,0.498774,1974
S2,1,0.498774,1975
S2,1,0.496211,1976
S2,1,0.497492,1977
S2,1,0.498774,1978
S2,1,0.496211,1979
S2,1,0.498774,1980
S2,1,0.497492,1981
S2,1,0.498774,1982
S2,1,0.497492,1983
S2,1,0.500055,1984
S2,1,0.500055,1985
S2,1,0.501336,1986
S2,1,0.496211,1987
S2,1,0.500055,1988
S2,1,0.500055,1989
S2,1,0.515431,1990
S2,1,0.528244,1991
S2,1,0.528244,1992
S2,1,0.525682,1993
S2,1,0.515431,1994
S2,1,0.50518,1995
S2,1,0.500055,1996
S2,1,0.501336,1997
S2,1,0.500055,1998
S2,1,0.500055,1999
S2,1,0.501336,2000
S2,1,0.500055,2001
S2,1,0.496211,2002
S2,1,0.51415,2003
S2,1,0.516712,2004
S2,1,0.5244,2005
S2,1,0.525682,2006
S2,1,0.509024,2007
S2,1,0.509024,2008
S2,1,0.506462,2009
S2,1,0.506462,2010
S2,1,0.506462,2011
S2,1,0.507743,2012
S2,1,0.507743,2013
S2,1,0.50518,2014
S2,1,0.50518,2015
S2,1,0.506462,2016
S2,1,0.507743,2017
S2,1,0.506462,2018
S2,1,0.510306,2019
S2,1,0.51415,2020
S2,1,0.51415,2021
S2,1,0.512868,2022
S2,1,0.51415,2023
S2,1,0.515431,2024
S2,1,0.511587,2025
S2,1,0.510306,2026
S2,1,0.509024,2027
S2,1,0.510306,2028
S2,1,0.506462,2029
S2,1,0.506462,2030
S2,1,0.502618,2031
S2,1,0.501336,2032
S2,1,0.501336,2033
S2,1,0.500055,2034
S2,1,0.498774,2035
S2,1,0.498774,2036
S2,1,0.497492,2037
S2,1,0.496211,2038
S2,1,0.496211,2039
S2,1,0.49493,2040
S2,1,0.49493,2041
S2,1,0.493648,2042
S2,1,0.493648,2043
S2,1,0.492367,2044
S2,1,0.492367,2045
S2,1,0.491086,2046
S2,1,0.492367,2047
S2,1,0.489804,2048
S2,1,0.488523,2049
S2,1,0.489804,2050
S2,1,0.488523,2051
S2,1,0.48596,2052
S2,1,0.48596,2053
S2,1,0.48596,2054
S2,1,0.484679,2055
S2,1,0.484679,2056
S2,1,0.482116,2057
S2,1,0.480835,2058
S2,1,0.480835,2059
S2,1,0.479554,2060
S2,1,0.480835,2061
S2,1,0.480835,2062
S2,1,0.482116,2063
S2,1,0.482116,2064
S2,1,0.473147,2065
S2,1,0.473147,2066
S2,1,0.471866,2067
S2,1,0.470584,2068
S2,1,0.468022,2069
S2,1,0.468022,2070
S2,1,0.537145,2071
S2,1,0.539707,2072
S2,1,0.535863,2073
S2,1,0.537145,2074
S2,1,0.534582,2075
S2,1,0.534582,2076
S2,1,0.533301,2077
S2,1,0.532019,2078
S2,1,0.529457,2079
S2,1,0.529457,2080
S2,1,0.526894,2081
S2,1,0.529457,2082
S2,1,0.529457,2083
S2,1,0.526894,2084
S2,1,0.526894,2085
S2,1,0.525613,2086
S2,1,0.525613,2087
S2,1,0.524331,2088
S2,1,0.52305,2089
S2,1,0.52305,2090
S2,1,0.521769,2091
S2,1,0.521769,2092
S2,1,0.520487,2093
S2,1,0.520487,2094
S2,1,0.519206,2095
S2,1,0.519206,2096
S2,1,0.517925,2097
S2,1,0.517925,2098
S2,1,0.516643,2099
S2,1,0.516643,2100
S2,1,0.517925,2101
S2,1,0.517925,2102
S2,1,0.517925,2103
S2,1,0.517925,2104
S2,1,0.519206,2105
S2,1,0.516643,2106
S2,1,0.517925,2107
S2,1,0.519206,2108
S2,1,0.517925,2109
S2,1,0.515362,2110
S2,1,0.514081,2111
S2,1,0.514081,2112
S2,1,0.512799,2113
S2,1,0.512799,2114
S2,1,0.511518,2115
S2,1,0.511518,2116
S2,1,0.510237,2117
S2,1,0.510237,2118
S2,1,0.508955,2119
S2,1,0.508955,2120
S2,1,0.508955,2121
S2,1,0.508955,2122
S2,1,0.508955,2123
S2,1,0.507674,2124
S2,1,0.507674,2125
S2,1,0.506393,2126
S2,1,0.508955,2127
S2,1,0.507674,2128
S2,1,0.507674,2129
S2,1,0.505111,2130
S2,1,0.505111,2131
S2,1,0.505111,2132
S2,1,0.50383,2133
S2,1,0.501267,2134
S2,1,0.505111,2135
S2,1,0.508955,2136
S2,1,0.505111,2137
S2,1,0.508955,2138
S2,1,0.506393,2139
S2,1,0.506393,2140
S2,1,0.501267,2141
S2,1,0.499986,2142
S2,1,0.501267,2143
S2,1,0.501267,2144
S2,1,0.499986,2145
S2,1,0.502549,2146
S2,1,0.501267,2147
S2,1,0.501267,2148
S2,1,0.501267,2149
S2,1,0.499986,2150
S2,1,0.499986,2151
S2,1,0.498705,2152
S2,1,0.498705,2153
S2,1,0.498705,2154
S2,1,0.497423,2155
S2,1,0.497423,2156
S2,1,0.494861,2157
S2,1,0.494861,2158
S2,1,0.493579,2159
S2,1,0.493579,2160
S2,1,0.492298,2161
S2,1,0.492298,2162
S2,1,0.491017,2163
S2,1,0.491017,2164
S2,1,0.489735,2165
S2,1,0.489735,2166
S2,1,0.489735,2167
S2,1,0.488454,2168
S2,1,0.487173,2169
S2,1,0.487173,2170
S2,1,0.487173,2171
S2,1,0.487173,2172
S2,1,0.48461,2173
S2,1,0.485891,2174
S2,1,0.48461,2175
S2,1,0.48461,2176
S2,1,0.483329,2177
S2,1,0.482047,2178
S2,1,0.480766,2179
S2,1,0.480766,2180
S2,1,0.480766,2181
S2,1,0.480766,2182
S2,1,0.478203,2183
S2,1,0.476922,2184
S2,1,0.478203,2185
S2,1,0.476922,2186
S2,1,0.475641,2187
S2,1,0.475641,2188
S2,1,0.474359,2189
S2,1,0.474359,2190
S2,1,0.473078,2191
S2,1,0.470515,2192
S2,1,0.470515,2193
S2,1,0.471797,2194
S2,1,0.471797,2195
S2,1,0.470515,2196
S2,1,0.469234,2197
S2,1,0.469234,2198
S2,1,0.466671,2199
S2,1,0.466671,2200
S2,1,0.466671,2201
S2,1,0.466671,2202
S2,1,0.466671,2203
S2,1,0.46539,2204
S2,1,0.464109,2205
S2,1,0.464109,2206
S2,1,0.464109,2207
S2,1,0.462827,2208
S2,1,0.462827,2209
S2,1,0.461546,2210
S2,1,0.461546,2211
S2,1,0.458983,2212
S2,1,0.460265,2213
S2,1,0.457702,2214
S2,1,0.460265,2215
S2,1,0.457702,2216
S2,1,0.456421,2217
S2,1,0.457702,2218
S2,1,0.456421,2219
S2,1,0.455139,2220
S2,1,0.455139,2221
S2,1,0.453858,2222
S2,1,0.452577,2223
S2,1,0.453858,2224
S2,1,0.452577,2225
S2,1,0.452577,2226
S2,1,0.451295,2227
S2,1,0.451295,2228
S2,1,0.448733,2229
S2,1,0.450014,2230
S2,1,0.448733,2231
S2,1,0.447451,2232
S2,1,0.447451,2233
S2,1,0.44617,2234
S2,1,0.44617,2235
S2,1,0.444889,2236
S2,1,0.44617,2237
S2,1,0.44617,2238
S2,1,0.442326,2239
S2,1,0.441045,2240
S2,1,0.442326,2241
S2,1,0.441045,2242
S2,1,0.441045,2243
S2,1,0.439763,2244
S2,1,0.438482,2245
S2,1,0.439763,2246
S2,1,0.437201,2247
S2,1,0.438482,2248
S2,1,0.437201,2249
S2,1,0.435919,2250
S2,1,0.434638,2251
S2,1,0.437201,2252
S2,1,0.433357,2253
S2,1,0.433357,2254
S2,1,0.433357,2255
S2,1,0.432075,2256
S2,1,0.433357,2257
S2,1,0.429513,2258
S2,1,0.432075,2259
S2,1,0.430794,2260
S2,1,0.429513,2261
S2,1,0.42695,2262
S2,1,0.42695,2263
S2,1,0.424387,2264
S2,1,0.423106,2265
S2,1,0.425669,2266
S2,1,0.423106,2267
S2,1,0.423106,2268
S2,1,0.423106,2269
S2,1,0.423106,2270
S2,1,0.424387,2271
S2,1,0.421825,2272
S2,1,0.420543,2273
S2,1,0.423106,2274
S2,1,0.421825,2275
S2,1,0.421825,2276
S2,1,0.420543,2277
S2,1,0.420543,2278
S2,1,0.420543,2279
S2,1,0.419262,2280
S2,1,0.420543,2281
S2,1,0.419262,2282
S2,1,0.417981,2283
S2,1,0.416699,2284
S2,1,0.416699,2285
S2,1,0.415418,2286
S2,1,0.415418,2287
S2,1,0.414137,2288
S2,1,0.414137,2289
S2,1,0.414137,2290
S2,1,0.412855,2291
S2,1,0.414137,2292
S2,1,0.411574,2293
S2,1,0.412855,2294
S2,1,0.411574,2295
S2,1,0.410293,2296
S2,1,0.410293,2297
S2,1,0.409011,2298
S2,1,0.409011,2299
S2,1,0.40773,2300
